Ward Code 1,Ward Name 1,All Ages
E05010112,Hugglescote St Mary's,"3,609"
E05010113,Ibstock East,"3,117"
E05010114,Ibstock West,"2,570"
E05010115,Kegworth,"2,484"
E05010116,Long Whatton & Diseworth,"2,540"
E05010117,Measham North,"2,999"
E05010118,Measham South,"2,577"
E05010119,Oakthorpe & Donisthorpe,"2,906"
E05010120,Ravenstone & Packington,"3,135"
E05010121,Sence Valley,"2,950"
E05010122,Snibston North,"2,644"
E05010123,Snibston South,"2,470"
E05010124,Thornborough,"2,072"
E05010125,Thringstone,"2,844"
E05010126,Valley,"2,923"
E05010127,Worthington & Breedon,"2,827"
E05010128,Allington & Strete,"3,106"
E05010129,Bickleigh & Cornwood,"3,012"
E05010130,Blackawton & Stoke Fleming,"2,427"
E05010131,Charterlands,"2,968"
E05010132,Dartington & Staverton,"2,854"
E05010133,Dartmouth & East Dart,"7,997"
E05010134,Ermington & Ugborough,"3,187"
E05010135,Ivybridge East,"5,426"
E05010136,Ivybridge West,"6,394"
E05010137,Kingsbridge,"5,841"
E05010138,Loddiswell & Aveton Gifford,"2,855"
E05010139,Marldon & Littlehempston,"3,001"
E05010140,Newton & Yealmpton,"6,302"
E05010141,Salcombe & Thurlestone,"5,057"
E05010142,South Brent,"5,349"
E05010143,Stokenham,"2,651"
E05010144,Totnes,"8,924"
E05010145,Wembury & Brixton,"5,079"
E05010146,West Dart,"2,583"
E05010147,Woolwell,"2,933"
E05010148,Aveland,"2,486"
E05010149,Belmont,"4,832"
E05010150,Belvoir,"4,789"
E05010151,Bourne Austerby,"7,273"
E05010152,Bourne East,"4,994"
E05010153,Bourne West,"5,283"
E05010154,Casewick,"5,542"
E05010155,Castle,"2,310"
E05010156,Deeping St James,"7,209"
E05010157,Dole Wood,"2,489"
E05010158,Glen,"2,513"
E05010159,Grantham Arnoldfield,"5,263"
E05010160,Grantham Barrowby Gate,"5,076"
E05010161,Grantham Earlesfield,"6,648"
E05010162,Grantham Harrowby,"4,796"
E05010163,Grantham St Vincent's,"7,758"
E05010164,Grantham St Wulfram's,"5,252"
E05010165,Grantham Springfield,"5,845"
E05010166,Isaac Newton,"4,933"
E05010167,Lincrest,"2,478"
E05010168,Loveden Heath,"2,598"
E05010169,Market & West Deeping,"6,946"
E05010170,Morton,"2,557"
E05010171,Peascliffe & Ridgeway,"4,909"
E05010172,Stamford All Saints,"4,969"
E05010173,Stamford St George's,"5,297"
E05010174,Stamford St John's,"5,513"
E05010175,Stamford St Mary's,"5,037"
E05010176,Toller,"2,686"
E05010177,Viking,"4,944"
E05010178,Alcester Town,"3,967"
E05010179,Alcester & Rural,"3,724"
E05010180,Avenue,"3,680"
E05010181,Bidford East,"4,152"
E05010182,Bidford West & Salford,"4,030"
E05010183,Bishop's Itchington,"4,174"
E05010184,Bishopton,"3,414"
E05010185,Brailes & Compton,"3,362"
E05010186,Bridgetown,"5,156"
E05010187,Clopton,"2,465"
E05010188,Ettington,"3,588"
E05010189,Guildhall,"3,820"
E05010190,Harbury,"3,758"
E05010191,Hathaway,"2,691"
E05010192,Henley-in-Arden,"3,908"
E05010193,Kineton,"3,361"
E05010194,Kinwarton,"2,830"
E05010195,Long Itchington & Stockton,"4,335"
E05010196,Napton & Fenny Compton,"3,496"
E05010197,Quinton,"3,624"
E05010198,Red Horse,"3,290"
E05010199,Shipston North,"4,126"
E05010200,Shipston South,"3,575"
E05010201,Shottery,"3,291"
E05010202,Snitterfield,"3,666"
E05010203,Southam North,"3,913"
E05010204,Southam South,"3,414"
E05010205,Studley with Mappleborough Green,"3,898"
E05010206,Studley with Sambourne,"3,836"
E05010207,Tanworth-in-Arden,"3,188"
E05010208,Tiddington,"3,343"
E05010209,Welcombe,"3,460"
E05010210,Welford-on-Avon,"4,462"
E05010211,Wellesbourne East,"3,733"
E05010212,Wellesbourne West,"4,086"
E05010213,Wotton Wawen,"3,586"
E05010214,Bamber Bridge East,"4,996"
E05010215,Bamber Bridge West,"4,249"
E05010216,Broad Oak,"4,107"
E05010217,Broadfield,"5,057"
E05010218,Buckshaw & Worden,"4,621"
E05010219,Charnock,"4,050"
E05010220,Coupe Green & Gregson Lane,"4,352"
E05010221,Earnshaw Bridge,"4,951"
E05010222,Farington East,"3,329"
E05010223,Farington West,"4,567"
E05010224,Hoole,"4,195"
E05010225,Howick & Priory,"7,205"
E05010226,Leyland Central,"5,175"
E05010227,Longton & Hutton West,"5,813"
E05010228,Lostock Hall,"6,140"
E05010229,Middleforth,"7,402"
E05010230,Moss Side,"3,977"
E05010231,New Longton & Hutton East,"4,600"
E05010232,St Ambrose,"4,585"
E05010233,Samlesbury & Walton,"4,230"
E05010234,Seven Stars,"4,272"
E05010235,Walton-le-Dale East,"4,264"
E05010236,Walton-le-Dale West,"4,949"
E05010237,All Saints & Wayland,"7,223"
E05010238,Ashill,"2,631"
E05010239,Bedingfeld,"3,337"
E05010240,Attleborough Burgh & Haverscroft,"5,716"
E05010241,Attleborough Queens & Besthorpe,"6,857"
E05010242,Dereham Neatherd,"7,440"
E05010243,Dereham Toftwood,"6,042"
E05010244,Dereham Withburga,"5,978"
E05010245,Forest,"3,194"
E05010246,Guiltcross,"3,371"
E05010247,Harling & Heathlands,"3,101"
E05010248,Hermitage,"2,825"
E05010249,Launditch,"2,586"
E05010250,Lincoln,"5,365"
E05010251,Mattishall,"5,462"
E05010252,Nar Valley,"2,814"
E05010253,Necton,"2,667"
E05010254,Saham Toney,"5,439"
E05010255,Shipdham-with-Scarning,"5,564"
E05010256,Swaffham,"8,333"
E05010257,The Buckenhams & Banham,"3,184"
E05010258,Thetford Boudica,"5,193"
E05010259,Thetford Burrell,"6,444"
E05010260,Thetford Castle,"6,680"
E05010261,Thetford Priory,"8,693"
E05010262,Upper Wensum,"6,524"
E05010263,Watton,"8,592"
E05010264,Beanfield,"8,038"
E05010265,Central,"4,904"
E05010266,Danesholme,"4,436"
E05010267,Kingswood & Hazel Leys,"7,786"
E05010268,Lloyds,"7,529"
E05010269,Lodge Park,"6,920"
E05010270,Oakley North,"5,866"
E05010271,Oakley South,"8,815"
E05010272,Rowlett,"6,209"
E05010273,Rural West,"1,669"
E05010274,Stanion & Corby Village,"4,476"
E05010275,Weldon & Gretton,"6,405"
E05010276,Backwell,"4,719"
E05010277,Banwell & Winscombe,"7,946"
E05010278,Blagdon & Churchill,"4,053"
E05010279,Clevedon East,"4,706"
E05010280,Clevedon South,"4,253"
E05010281,Clevedon Walton,"4,520"
E05010282,Clevedon West,"3,771"
E05010283,Clevedon Yeo,"4,201"
E05010284,Congresbury & Puxton,"4,034"
E05010285,Gordano Valley,"4,212"
E05010286,Hutton & Locking,"7,479"
E05010287,Long Ashton,"8,926"
E05010288,Nailsea Golden Valley,"4,292"
E05010289,Nailsea West End,"3,254"
E05010290,Nailsea Yeo,"3,895"
E05010291,Nailsea Youngwood,"4,081"
E05010292,Pill,"4,352"
E05010293,Portishead East,"7,517"
E05010294,Portishead North,"5,626"
E05010295,Portishead South,"3,927"
E05010296,Portishead West,"9,441"
E05010297,Weston-super-Mare South,"9,533"
E05010298,Weston-super-Mare Central,"9,158"
E05010299,Weston-super-Mare Hillside,"8,688"
E05010300,Weston-super-Mare Kewstoke,"8,445"
E05010301,Weston-super-Mare Mid Worle,"4,014"
E05010302,Weston-super-Mare Milton,"9,609"
E05010303,Weston-super-Mare North Worle,"8,502"
E05010304,Weston-super-Mare South Worle,"9,154"
E05010305,Weston-super-Mare Uphill,"8,121"
E05010306,Weston-super-Mare Winterstoke,"9,237"
E05010307,Wick St Lawrence & St Georges,"4,883"
E05010308,Winford,"4,303"
E05010309,Wrington,"4,158"
E05010310,Yatton,"8,564"
E05010311,Acomb,"9,151"
E05010312,Bishopthorpe,"4,160"
E05010313,Clifton,"10,097"
E05010314,Copmanthorpe,"4,129"
E05010315,Dringhouses & Woodthorpe,"11,568"
E05010316,Fishergate,"11,026"
E05010317,Fulford & Heslington,"3,914"
E05010318,Guildhall,"17,978"
E05010319,Haxby & Wigginton,"11,769"
E05010320,Heworth,"14,558"
E05010321,Heworth Without,"3,828"
E05010322,Holgate,"12,781"
E05010323,Hull Road,"15,147"
E05010324,Huntington & New Earswick,"12,610"
E05010325,Micklegate,"13,431"
E05010326,Osbaldwick & Derwent,"8,426"
E05010327,Rawcliffe & Clifton Without,"12,195"
E05010328,Rural West York,"7,857"
E05010329,Strensall,"8,267"
E05010330,Westfield,"13,952"
E05010331,Wheldrake,"4,168"
E05010332,Aston Clinton & Stoke Mandeville,"11,414"
E05010333,Bedgrove,"6,463"
E05010334,Buckingham North,"6,619"
E05010335,Buckingham South,"7,678"
E05010336,Central & Walton,"7,770"
E05010337,Coldharbour,"9,944"
E05010338,Edlesborough,"3,026"
E05010339,Elmhurst,"7,877"
E05010340,Gatehouse,"13,446"
E05010341,Great Brickhill & Newton Longville,"6,584"
E05010342,Great Horwood,"3,339"
E05010343,Grendon Underwood & Brill,"3,963"
E05010344,Haddenham & Stone,"9,811"
E05010345,Long Crendon,"3,519"
E05010346,Luffield Abbey,"3,746"
E05010347,Mandeville & Elm Farm,"9,989"
E05010348,Marsh Gibbon,"3,465"
E05010349,Oakfield & Bierton,"10,017"
E05010350,Oakley,"3,084"
E05010351,Pitstone & Cheddington,"6,782"
E05010352,Quainton,"3,169"
E05010353,Riverside,"12,289"
E05010354,Southcourt,"7,660"
E05010355,Steeple Claydon,"3,187"
E05010356,Stewkley,"3,521"
E05010357,Tingewick,"3,673"
E05010358,Waddesdon,"2,988"
E05010359,Walton Court & Hawkslade,"6,586"
E05010360,Watermead,"2,863"
E05010361,Wendover & Halton,"9,571"
E05010362,Wing,"3,327"
E05010363,Wingrave,"2,994"
E05010364,Winslow,"6,487"
E05010365,Bocking Blackwater,"9,708"
E05010366,Bocking North,"5,272"
E05010367,Bocking South,"6,645"
E05010368,Braintree Central & Beckers Green,"10,156"
E05010369,Braintree South,"6,995"
E05010370,Braintree West,"5,905"
E05010371,Bumpstead,"2,781"
E05010372,Coggeshall,"6,045"
E05010374,Great Notley & Black Notley,"10,032"
E05010378,Hedingham,"6,002"
E05010379,Kelvedon & Feering,"5,682"
E05010380,Rayne,"2,921"
E05010382,Stour Valley North,"2,904"
E05010383,Stour Valley South,"2,911"
E05010384,The Colnes,"5,814"
E05010385,Three Fields,"5,916"
E05010388,Witham South,"6,529"
E05010389,Witham West,"6,920"
E05010390,Yeldham,"2,793"
E05010392,Beltinge,"6,564"
E05010393,Blean Forest,"11,131"
E05010395,Chestfield,"7,056"
E05010396,Gorrell,"10,994"
E05010397,Greenhill,"4,227"
E05010398,Herne & Broomfield,"9,854"
E05010399,Heron,"13,671"
E05010402,Northgate,"8,496"
E05010404,Seasalter,"8,108"
E05010405,St Stephen's,"10,670"
E05010407,Swalecliffe,"4,122"
E05010408,Tankerton,"3,717"
E05010409,West Bay,"4,243"
E05010410,Westgate,"10,712"
E05010411,Wincheap,"10,047"
E05010412,Bank Top & Lascelles,"7,317"
E05010413,Brinkburn & Faverdale,"6,739"
E05010414,Cockerton,"6,283"
E05010415,College,"4,270"
E05010416,Eastbourne,"6,535"
E05010417,Harrowgate Hill,"6,310"
E05010418,Haughton & Springfield,"6,087"
E05010419,Heighington & Coniscliffe,"4,587"
E05010420,Hummersknott,"3,675"
E05010421,Hurworth,"3,288"
E05010422,Mowden,"3,815"
E05010423,North Road,"6,435"
E05010424,Northgate,"4,332"
E05010425,Park East,"8,007"
E05010426,Park West,"4,262"
E05010427,Pierremont,"6,029"
E05010428,Red Hall & Lingfield,"4,277"
E05010429,Sadberge & Middleton St George,"6,614"
E05010430,Stephenson,"4,818"
E05010431,Whinfield,"3,722"
E05010458,Abbey,"20,863"
E05010459,Aylestone,"11,128"
E05010460,Beaumont Leys,"17,653"
E05010461,Belgrave,"17,460"
E05010462,Braunstone Park & Rowley Fields,"20,069"
E05010463,Castle,"27,184"
E05010464,Evington,"16,619"
E05010465,Eyres Monsell,"10,973"
E05010466,Fosse,"14,272"
E05010467,Humberstone & Hamilton,"20,409"
E05010468,Knighton,"15,704"
E05010469,North Evington,"21,347"
E05010470,Rushey Mead,"16,714"
E05010471,Saffron,"15,269"
E05010472,Spinney Hills,"12,268"
E05010473,Stoneygate,"21,521"
E05010474,Thurncourt,"11,258"
E05010475,Troon,"12,863"
E05010476,Westcotes,"16,388"
E05010477,Western,"19,579"
E05010478,Wycliffe,"14,495"
E05010479,Barlaston,"2,860"
E05010480,Baswich,"6,217"
E05010481,Common,"4,893"
E05010482,Coton,"8,841"
E05010483,Doxey & Castletown,"4,173"
E05010484,Eccleshall,"6,974"
E05010485,Forebridge,"3,793"
E05010486,Fulford,"6,053"
E05010487,Gnosall & Woodseaves,"6,795"
E05010488,Haywood & Hixon,"6,704"
E05010489,Highfields & Western Downs,"7,110"
E05010490,Holmcroft,"6,735"
E05010491,Littleworth,"5,866"
E05010492,Manor,"7,301"
E05010493,Milford,"3,040"
E05010494,Milwich,"7,452"
E05010495,Penkside,"3,994"
E05010496,Rowley,"3,004"
E05010497,St Michael's & Stonefield,"10,311"
E05010498,Seighford & Church Eaton,"6,390"
E05010499,Swynnerton & Oulton,"6,581"
E05010500,Walton,"6,700"
E05010501,Weeping Cross & Wildwood,"6,071"
E05010502,Aggborough & Spennells,"8,774"
E05010503,Areley Kings & Riverside,"8,236"
E05010504,Bewdley & Rock,"8,457"
E05010505,Blakebrook & Habberley South,"9,350"
E05010506,Broadwaters,"9,381"
E05010507,Foley Park & Hoobrook,"10,689"
E05010508,Franche & Habberley North,"9,620"
E05010509,Lickhill,"2,409"
E05010510,Mitton,"10,110"
E05010511,Offmore & Comberton,"9,545"
E05010512,Wribbenhall & Arley,"5,381"
E05010513,Wyre Forest Rural,"9,187"
E05010514,Attenborough & Chilwell East,"7,276"
E05010515,"Awsworth, Cossall & Trowell","5,057"
E05010516,Beeston Central,"6,840"
E05010517,Beeston North,"6,556"
E05010518,Beeston Rylands,"5,043"
E05010519,Beeston West,"5,686"
E05010520,Bramcote,"7,278"
E05010521,Brinsley,"2,444"
E05010522,Chilwell West,"8,241"
E05010523,Eastwood Hall,"2,353"
E05010524,Eastwood Hilltop,"5,586"
E05010525,Eastwood St Mary's,"4,828"
E05010526,Greasley,"6,494"
E05010527,Kimberley,"6,901"
E05010528,Nuthall East & Strelley,"5,345"
E05010529,Stapleford North,"4,994"
E05010530,Stapleford South East,"5,178"
E05010531,Stapleford South West,"5,701"
E05010532,Toton & Chilwell Meadows,"8,254"
E05010533,Watnall & Nuthall West,"4,572"
E05010550,Bere Ferrers,"3,504"
E05010551,Bridestowe,"3,207"
E05010552,Buckland Monachorum,"3,802"
E05010553,Burrator,"3,582"
E05010554,Chagford,"1,535"
E05010555,Dartmoor,"2,300"
E05010556,Drewsteignton,"1,667"
E05010557,Exbourne,"4,159"
E05010558,Hatherleigh,"3,245"
E05010559,Mary Tavy,"1,509"
E05010560,Milton Ford,"1,836"
E05010561,Okehampton North,"5,492"
E05010562,Okehampton South,"3,980"
E05010563,South Tawton,"1,907"
E05010564,Tamarside,"1,787"
E05010565,Tavistock North,"5,363"
E05010566,Tavistock South East,"3,937"
E05010567,Tavistock South West,"3,327"
E05010568,Beaconsfield North,"2,705"
E05010569,Beaconsfield South,"4,551"
E05010570,Beaconsfield West,"5,486"
E05010571,Burnham Church & Beeches,"7,468"
E05010572,Burnham Lent Rise & Taplow,"7,223"
E05010573,Denham,"7,735"
E05010574,Farnham & Hedgerley,"6,876"
E05010575,Gerrards Cross,"8,404"
E05010576,Iver Heath,"5,500"
E05010577,Iver Village & Richings Park,"6,834"
E05010578,Stoke Poges,"4,894"
E05010579,Wexham & Fulmer,"2,797"
E05010604,Awsworth Road,"5,074"
E05010605,Breaston,"4,512"
E05010606,Cotmanhay,"5,113"
E05010607,Derby Road East,"5,770"
E05010608,Derby Road West,"7,161"
E05010609,Draycott & Risley,"4,276"
E05010610,Hallam Fields,"5,322"
E05010611,Kirk Hallam & Stanton-by-Dale,"6,614"
E05010612,Larklands,"8,412"
E05010613,Little Eaton & Stanley,"4,499"
E05010614,Little Hallam,"4,807"
E05010615,Long Eaton Central,"7,526"
E05010616,Nottingham Road,"4,972"
E05010617,Ockbrook & Borrowash,"7,320"
E05010618,Sandiacre,"8,251"
E05010619,Sawley,"6,711"
E05010620,Shipley View,"4,950"
E05010621,West Hallam & Dale Abbey,"6,289"
E05010622,Wilsthorpe,"7,753"
E05010623,Barms,"1,994"
E05010624,Blackbrook,"4,226"
E05010625,Burbage,"2,116"
E05010626,Buxton Central,"4,036"
E05010627,Chapel East,"2,158"
E05010628,Chapel West,"5,036"
E05010629,Corbar,"3,611"
E05010630,Cote Heath,"4,114"
E05010631,Dinting,"2,186"
E05010632,Gamesley,"2,507"
E05010633,Hadfield North,"2,487"
E05010634,Hadfield South,"4,162"
E05010635,Hayfield,"1,973"
E05010636,Hope Valley,"3,671"
E05010637,Howard Town,"4,614"
E05010638,Limestone Peak,"2,155"
E05010639,New Mills East,"3,954"
E05010640,New Mills West,"4,327"
E05010641,Old Glossop,"4,705"
E05010642,Padfield,"2,417"
E05010643,St John's,"1,749"
E05010644,Sett,"2,027"
E05010645,Simmondley,"4,302"
E05010646,Stone Bench,"4,633"
E05010647,Temple,"2,430"
E05010648,Tintwistle,"2,061"
E05010649,Whaley Bridge,"6,568"
E05010650,Whitfield,"2,414"
E05010651,Alrewas & Fradley,"6,515"
E05010652,Armitage with Handsacre,"7,852"
E05010653,Boley Park,"4,288"
E05010654,Boney Hay & Central,"6,395"
E05010655,Bourne Vale,"3,018"
E05010656,Chadsmead,"4,792"
E05010657,Chase Terrace,"4,673"
E05010658,Chasetown,"4,626"
E05010659,Colton & the Ridwares,"2,341"
E05010660,Curborough,"4,321"
E05010661,Fazeley,"4,756"
E05010662,Hammerwich with Wall,"4,257"
E05010663,Highfield,"4,422"
E05010664,Leomansley,"7,204"
E05010665,Little Aston & Stonnall,"4,824"
E05010666,Longdon,"1,965"
E05010667,Mease Valley,"1,887"
E05010668,St John's,"6,198"
E05010669,Shenstone,"2,234"
E05010670,Stowe,"6,379"
E05010671,Summerfield & All Saints,"6,330"
E05010672,Whittington & Streethay,"6,360"
E05010673,Abbey Hill,"3,593"
E05010674,Annesley & Kirkby Woodhouse,"7,829"
E05010675,Ashfields,"4,187"
E05010676,Carsic,"3,936"
E05010677,Central & New Cross,"8,439"
E05010678,Hucknall Central,"7,171"
E05010679,Hucknall North,"10,762"
E05010680,Hucknall South,"7,884"
E05010681,Hucknall West,"10,020"
E05010682,Huthwaite & Brierley,"7,667"
E05010683,Jacksdale,"3,324"
E05010684,Kingsway,"3,110"
E05010685,Kirkby Cross & Portland,"4,351"
E05010686,Larwood,"3,708"
E05010687,Leamington,"4,220"
E05010688,St Mary's,"3,895"
E05010689,Selston,"6,418"
E05010690,Skegby,"6,919"
E05010691,Stanton Hill & Teversal,"3,487"
E05010692,Summit,"7,565"
E05010693,Sutton Junction & Harlow Wood,"3,859"
E05010694,The Dales,"2,945"
E05010695,Underwood,"3,048"
E05010696,Abbey,"2,626"
E05010697,Blockley,"2,499"
E05010698,Bourton Vale,"2,665"
E05010699,Bourton Village,"3,273"
E05010700,Campden & Vale,"6,014"
E05010701,Chedworth & Churn Valley,"2,592"
E05010702,Chesterton,"2,279"
E05010703,Coln Valley,"2,279"
E05010704,Ermin,"2,577"
E05010705,Fairford North,"2,374"
E05010706,Fosseridge,"2,560"
E05010707,Four Acres,"1,735"
E05010708,Grumbolds Ash with Avening,"2,542"
E05010709,Kemble,"2,645"
E05010710,"Lechlade, Kempsford & Fairford South","6,048"
E05010711,Moreton East,"3,163"
E05010712,Moreton West,"2,305"
E05010713,New Mills,"2,069"
E05010714,Northleach,"2,977"
E05010715,St Michael's,"2,573"
E05010716,Sandywell,"2,565"
E05010717,Siddington & Cerney Rural,"3,935"
E05010718,South Cerney Village,"2,752"
E05010719,Stow,"2,432"
E05010720,Stratton,"2,605"
E05010721,Tetbury East & Rural,"2,227"
E05010722,Tetbury Town,"1,795"
E05010723,Tetbury with Upton,"2,930"
E05010724,The Ampneys & Hampton,"2,799"
E05010725,The Beeches,"2,726"
E05010726,The Rissingtons,"2,580"
E05010727,Watermoor,"3,123"
E05010728,Adwick le Street & Carcroft,"16,697"
E05010729,Armthorpe,"14,440"
E05010730,Balby South,"9,738"
E05010731,Bentley,"18,367"
E05010732,Bessacarr,"15,161"
E05010733,Conisbrough,"16,495"
E05010734,Edenthorpe & Kirk Sandall,"9,954"
E05010735,Edlington & Warmsworth,"12,093"
E05010736,Finningley,"17,109"
E05010737,Hatfield,"17,584"
E05010738,Hexthorpe & Balby North,"13,788"
E05010739,Mexborough,"15,600"
E05010740,Norton & Askern,"15,244"
E05010741,Roman Ridge,"10,815"
E05010742,Rossington & Bawtry,"17,775"
E05010743,Sprotbrough,"10,824"
E05010744,Stainforth & Barnby Dun,"9,930"
E05010745,Thorne & Moorends,"17,921"
E05010746,Tickhill & Wadsworth,"11,282"
E05010747,Town,"23,566"
E05010748,Wheatley Hills & Intake,"18,402"
E05010755,Blunsdon and Highworth,"14,204"
E05010756,Haydon Wick,"11,865"
E05010757,Penhill and Upper Stratton,"11,854"
E05010758,Admirals and Cawston,"8,740"
E05010759,Dunsmore,"8,396"
E05010760,Wolston and the Lawfords,"7,996"
E05010761,Higham Ferrers Chichele,"3,821"
E05010762,Higham Ferrers Lancaster,"5,930"
E05010763,Irthlingborough John Pyel,"4,832"
E05010764,Irthlingborough Waterloo,"4,517"
E05010765,Raunds Saxon,"5,364"
E05010766,Raunds Windmill,"4,015"
E05010767,Rushden Bates,"5,023"
E05010768,Rushden Hayden,"9,148"
E05010769,Rushden Pemberton,"6,880"
E05010770,Rushden Sartoris,"4,685"
E05010771,Stanwick,"2,230"
E05010772,Thrapston Lakes,"4,767"
E05010773,Thrapston Market,"5,275"
E05010774,Aire Valley with Lothersdale,"3,788"
E05010775,Barden Fell,"1,610"
E05010776,Cowling,"2,424"
E05010777,Grassington,"1,592"
E05010778,Hellifield and Long Preston,"2,247"
E05010779,Penyghent,"1,920"
E05010780,Settle and Ribblebanks,"3,793"
E05010781,Chadlington and Churchill,"1,939"
E05010782,Charlbury and Finstock,"3,712"
E05010783,"Hailey, Minster Lovell and Leafield","4,180"
