Ward Code 1,Ward Name 1,All Ages
E05009215,Mullion and Grade-Ruan,"4,339"
E05009216,Newlyn and Goonhavern,"5,412"
E05009217,Newlyn and Mousehole,"4,294"
E05009218,Newquay Central,"3,296"
E05009219,Newquay Pentire,"4,675"
E05009220,Newquay Treloggan,"4,888"
E05009221,Newquay Tretherras,"4,279"
E05009222,Newquay Treviglas,"4,316"
E05009223,Padstow,"4,557"
E05009224,Par and St Blazey Gate,"4,208"
E05009225,Penryn East and Mylor,"6,083"
E05009226,Penryn West,"5,221"
E05009227,Penwithick and Boscoppa,"5,429"
E05009228,Penzance Central,"4,445"
E05009229,Penzance East,"4,800"
E05009230,Penzance Promenade,"3,186"
E05009231,Perranporth,"4,713"
E05009232,Pool and Tehidy,"5,098"
E05009233,Porthleven and Helston West,"4,309"
E05009234,Poundstock,"4,864"
E05009235,"Probus, Tregony and Grampound","4,391"
E05009236,Rame Peninsular,"4,603"
E05009237,Redruth Central,"4,027"
E05009238,Redruth North,"7,082"
E05009239,Redruth South,"4,481"
E05009240,Roche,"4,473"
E05009241,Roseland,"3,441"
E05009242,St Agnes,"5,223"
E05009243,St Austell Bay,"4,772"
E05009244,St Austell Bethel,"4,689"
E05009245,St Austell Gover,"4,354"
E05009246,St Austell Poltair,"4,896"
E05009247,St Blazey,"4,744"
E05009248,St Buryan,"4,654"
E05009249,St Cleer,"4,597"
E05009250,St Columb Major,"5,557"
E05009251,St Dennis and Nanpean,"5,066"
E05009252,"St Dominick, Harrowbarrow and Kelly Bray","4,234"
E05009253,St Enoder,"5,000"
E05009254,St Germans and Landulph,"4,365"
E05009255,St Issey and St Tudy,"4,845"
E05009256,St Ives East,"3,093"
E05009257,St Ives West,"4,209"
E05009258,St Just In Penwith,"4,991"
E05009259,St Keverne and Meneage,"6,053"
E05009260,St Mawgan and Colan,"5,578"
E05009261,St Mewan,"3,967"
E05009262,St Minver and St Endellion,"3,098"
E05009263,St Stephen-In-Brannel,"5,103"
E05009264,St Teath and St Breward,"4,341"
E05009265,Saltash East,"4,102"
E05009266,Saltash North,"4,606"
E05009267,Saltash South,"3,745"
E05009268,Saltash West,"4,090"
E05009269,Stokeclimsland,"3,998"
E05009270,Threemilestone and Gloweth,"5,000"
E05009271,Tintagel,"4,079"
E05009272,Torpoint East,"3,722"
E05009273,Torpoint West,"3,793"
E05009274,Trelawny,"4,721"
E05009275,Truro Boscawen,"5,528"
E05009276,Truro Redannick,"5,178"
E05009277,Truro Tregolls,"4,724"
E05009278,Truro Trehaverne,"5,248"
E05009279,Wadebridge East,"4,532"
E05009280,Wadebridge West,"4,244"
E05009281,"Gobowen, Selattyn and Weston Rhyn","7,016"
E05009282,Oswestry East,"9,605"
E05009283,Oswestry South,"4,507"
E05009284,Oswestry West,"4,078"
E05009285,Ruyton and Baschurch,"4,438"
E05009286,St Oswald,"4,729"
E05009287,Whittington,"4,259"
E05009288,Aldersgate,"2,601"
E05009292,Bishopsgate,360
E05009302,Cripplegate,"2,726"
E05009304,Farringdon Within,496
E05009305,Farringdon Without,"1,742"
E05009308,Portsoken,"2,181"
E05009309,Queenhithe,467
E05009310,Tower,365
E05009313,Chopwell and Rowlands Gill,"8,937"
E05009315,Walkern,"3,089"
E05009316,Manor,"6,213"
E05009317,Bethnal Green,"23,349"
E05009318,Blackwall & Cubitt Town,"22,369"
E05009319,Bow East,"20,622"
E05009320,Bow West,"14,609"
E05009321,Bromley North,"10,714"
E05009322,Bromley South,"14,960"
E05009323,Canary Wharf,"19,454"
E05009324,Island Gardens,"17,572"
E05009325,Lansbury,"19,103"
E05009326,Limehouse,"7,817"
E05009327,Mile End,"23,853"
E05009328,Poplar,"7,931"
E05009329,St Dunstan's,"14,577"
E05009330,St Katharine's & Wapping,"13,425"
E05009331,St Peter's,"22,211"
E05009332,Shadwell,"15,009"
E05009333,Spitalfields & Banglatown,"14,932"
E05009334,Stepney Green,"12,980"
E05009335,Weavers,"15,389"
E05009336,Whitechapel,"21,093"
E05009337,Baylis and Stoke,"9,701"
E05009338,Britwell and Northborough,"10,686"
E05009339,Central,"11,482"
E05009340,Chalvey,"13,183"
E05009341,Cippenham Green,"9,969"
E05009342,Cippenham Meadows,"11,891"
E05009343,Colnbrook with Poyle,"6,588"
E05009344,Elliman,"10,435"
E05009345,Farnham,"10,988"
E05009346,Foxborough,"3,724"
E05009347,Haymill and Lynch Hill,"9,525"
E05009348,Langley Kedermister,"10,355"
E05009349,Langley St Mary's,"11,157"
E05009350,Upton,"9,305"
E05009351,Wexham Lea,"10,588"
E05009352,Blackwater and Hawley,"8,468"
E05009353,Crookham East,"7,552"
E05009354,Crookham West and Ewshot,"10,582"
E05009355,Fleet Central,"9,296"
E05009356,Fleet East,"7,452"
E05009357,Fleet West,"9,568"
E05009358,Hartley Wintney,"9,569"
E05009359,Hook,"8,867"
E05009360,Odiham,"9,513"
E05009361,Yateley East,"8,283"
E05009362,Yateley West,"8,458"
E05009363,Burford,"1,986"
E05009364,Brize Norton and Shilton,"2,369"
E05009365,Carterton North West,"5,055"
E05009367,Brownswood,"9,629"
E05009368,Cazenove,"15,622"
E05009369,Clissold,"13,451"
E05009370,Dalston,"10,860"
E05009371,De Beauvoir,"10,325"
E05009372,Hackney Central,"14,305"
E05009373,Hackney Downs,"14,120"
E05009374,Hackney Wick,"12,976"
E05009375,Haggerston,"14,689"
E05009376,Homerton,"14,502"
E05009377,Hoxton East & Shoreditch,"14,216"
E05009378,Hoxton West,"17,228"
E05009379,King's Park,"12,644"
E05009380,Lea Bridge,"15,900"
E05009381,London Fields,"13,385"
E05009382,Shacklewell,"9,603"
E05009383,Springfield,"17,457"
E05009384,Stamford Hill West,"11,404"
E05009385,Stoke Newington,"14,015"
E05009386,Victoria,"13,520"
E05009387,Woodberry Down,"11,090"
E05009388,Abingdon,"9,806"
E05009389,Brompton & Hans Town,"9,914"
E05009390,Campden,"10,080"
E05009391,Chelsea Riverside,"8,416"
E05009392,Colville,"8,834"
E05009393,Courtfield,"10,044"
E05009394,Dalgarno,"6,993"
E05009395,Earl's Court,"9,894"
E05009396,Golborne,"7,593"
E05009397,Holland,"8,857"
E05009398,Norland,"6,040"
E05009399,Notting Dale,"7,438"
E05009400,Pembridge,"5,831"
E05009401,Queen's Gate,"10,097"
E05009402,Redcliffe,"10,389"
E05009403,Royal Hospital,"10,110"
E05009404,St. Helen's,"5,774"
E05009405,Stanley,"10,754"
E05009406,Bletchley East,"15,634"
E05009407,Bletchley Park,"14,959"
E05009408,Bletchley West,"14,496"
E05009409,Bradwell,"12,753"
E05009410,Broughton,"18,492"
E05009411,Campbell Park & Old Woughton,"12,897"
E05009412,Central Milton Keynes,"16,715"
E05009413,Danesborough & Walton,"12,540"
E05009414,Loughton & Shenley,"16,747"
E05009415,Monkston,"13,330"
E05009416,Newport Pagnell North & Hanslope,"11,609"
E05009417,Newport Pagnell South,"11,105"
E05009418,Olney,"11,438"
E05009419,Shenley Brook End,"13,448"
E05009420,Stantonbury,"16,066"
E05009421,Stony Stratford,"11,777"
E05009422,Tattenhoe,"12,237"
E05009423,Wolverton,"15,559"
E05009424,Woughton & Fishermead,"18,401"
E05009425,Abbots Langley & Bedmond,"6,436"
E05009426,Carpenders Park,"6,974"
E05009427,Chorleywood North & Sarratt,"6,839"
E05009428,Chorleywood South & Maple Cross,"7,996"
E05009429,Dickinsons,"6,473"
E05009430,Durrants,"7,081"
E05009431,Gade Valley,"6,965"
E05009432,Leavesden,"8,473"
E05009433,Moor Park & Eastbury,"6,538"
E05009434,Oxhey Hall & Hayling,"7,450"
E05009435,Penn & Mill End,"7,111"
E05009436,Rickmansworth Town,"7,684"
E05009437,South Oxhey,"7,946"
E05009438,Arrow,"3,818"
E05009439,Aylestone Hill,"3,793"
E05009440,Backbury,"3,305"
E05009441,Belmont Rural,"3,875"
E05009442,Birch,"3,383"
E05009443,Bircher,"4,031"
E05009444,Bishops Frome & Cradley,"3,148"
E05009445,Bobblestock,"3,629"
E05009446,Bromyard Bringsty,"3,584"
E05009447,Bromyard West,"3,228"
E05009448,Castle,"3,358"
E05009449,Central,"3,133"
E05009450,College,"3,871"
E05009452,Dinedor Hill,"3,820"
E05009453,Eign Hill,"3,470"
E05009454,Golden Valley North,"3,184"
E05009455,Golden Valley South,"3,422"
E05009456,Greyfriars,"4,052"
E05009457,Hagley,"4,240"
E05009458,Hampton,"3,573"
E05009459,Hinton & Hunderton,"4,780"
E05009460,Holmer,"3,910"
E05009461,Hope End,"3,586"
E05009462,Kerne Bridge,"3,234"
E05009463,Kings Acre,"3,397"
E05009464,Kington,"3,315"
E05009465,Ledbury North,"2,582"
E05009466,Ledbury South,"3,615"
E05009467,Ledbury West,"4,206"
E05009468,Leominster East,"4,384"
E05009469,Leominster North & Rural,"3,992"
E05009470,Leominster South,"3,155"
E05009471,Leominster West,"2,996"
E05009472,Llangarron,"3,524"
E05009473,Mortimer,"3,462"
E05009474,Newton Farm,"4,649"
E05009475,Old Gore,"3,153"
E05009476,Penyard,"3,576"
E05009478,Red Hill,"4,141"
E05009479,Ross East,"3,740"
E05009480,Ross North,"3,772"
E05009481,Ross West,"3,693"
E05009482,Saxon Gate,"4,516"
E05009485,Three Crosses,"3,578"
E05009486,Tupsley,"3,458"
E05009487,Weobley,"3,778"
E05009488,Whitecross,"3,894"
E05009489,Widemarsh,"3,686"
E05009490,Wormside,"3,623"
E05009491,Bassenhally,"5,154"
E05009492,"Benwick, Coates & Eastrea","4,613"
E05009493,Birch,"2,368"
E05009494,Clarkson,"2,821"
E05009495,Doddington & Wimblington,"4,678"
E05009496,Elm & Christchurch,"4,931"
E05009497,Kirkgate,"2,529"
E05009498,Lattersey,"2,706"
E05009499,Manea,"2,593"
E05009500,March East,"7,792"
E05009501,March North,"7,690"
E05009502,March West,"7,396"
E05009503,Medworth,"3,114"
E05009504,Octavia Hill,"6,161"
E05009505,Parson Drove & Wisbech St Mary,"5,396"
E05009506,Peckover,"2,679"
E05009507,Roman Bank,"6,661"
E05009508,St Andrews,"2,886"
E05009509,Slade Lode,"2,928"
E05009510,Staithe,"2,449"
E05009511,Stonald,"2,744"
E05009512,The Mills,"2,675"
E05009513,Waterlees Village,"6,161"
E05009514,Wenneye,"2,955"
E05009544,Abbey,"5,356"
E05009545,"Bobbing, Iwade and Lower Halstow","6,216"
E05009546,Borden and Grove Park,"6,454"
E05009547,Boughton and Courtenay,"6,720"
E05009548,Chalkwell,"3,445"
E05009549,East Downs,"2,717"
E05009550,"Hartlip, Newington and Upchurch","6,289"
E05009551,Homewood,"6,389"
E05009552,Kemsley,"7,135"
E05009553,Milton Regis,"6,285"
E05009554,Minster Cliffs,"7,765"
E05009555,Murston,"7,040"
E05009556,Priory,"2,903"
E05009557,Queenborough and Halfway,"8,173"
E05009558,Roman,"6,876"
E05009559,St Ann's,"5,628"
E05009560,Sheerness,"13,475"
E05009561,Sheppey Central,"9,120"
E05009562,Sheppey East,"7,254"
E05009563,Teynham and Lynsted,"6,326"
E05009564,The Meads,"4,118"
E05009565,Watling,"6,317"
E05009566,West Downs,"2,880"
E05009567,Woodstock,"6,134"
E05009568,Aylesford North and Walderslade,"6,269"
E05009569,Aylesford South,"5,127"
E05009570,Borough Green and Long Mill,"7,852"
E05009571,Burham and Wouldham,"3,427"
E05009572,Cage Green,"4,589"
E05009573,Castle,"5,047"
E05009574,Ditton,"5,276"
E05009575,Downs and Mereworth,"4,812"
E05009577,Hadlow and East Peckham,"7,238"
E05009578,Higham,"4,783"
E05009579,Hildenborough,"5,146"
E05009580,Judd,"5,578"
E05009582,Larkfield North,"5,038"
E05009583,Larkfield South,"4,081"
E05009584,Medway,"7,354"
E05009585,Snodland East and Ham Hill,"5,308"
E05009586,Snodland West and Holborough Lakes,"6,518"
E05009587,Trench,"4,884"
E05009588,Vauxhall,"5,368"
E05009589,Wateringbury,"2,035"
E05009590,West Malling and Leybourne,"6,916"
E05009591,"Wrotham, Ightham and Stansted","4,647"
E05009592,Bare,"6,905"
E05009593,Bolton & Slyne,"7,145"
E05009594,Bulk,"9,754"
E05009595,Carnforth & Millhead,"6,086"
E05009596,Castle,"5,997"
E05009597,Ellel,"4,222"
E05009598,Halton-with-Aughton,"2,666"
E05009599,Harbour,"8,011"
E05009600,Heysham Central,"4,744"
E05009601,Heysham North,"5,110"
E05009602,Heysham South,"7,051"
E05009603,John O'Gaunt,"7,940"
E05009604,Kellet,"2,154"
E05009605,Lower Lune Valley,"4,630"
E05009606,Marsh,"6,125"
E05009607,Overton,"2,567"
E05009608,Poulton,"5,727"
E05009609,Scotforth East,"4,428"
E05009610,Scotforth West,"7,622"
E05009611,Silverdale,"1,881"
E05009612,Skerton East,"6,892"
E05009613,Skerton West,"6,847"
E05009614,Torrisholme,"4,590"
E05009615,University & Scotforth Rural,"7,041"
E05009616,Upper Lune Valley,"2,533"
E05009617,Warton,"2,018"
E05009618,Westgate,"7,433"
E05009619,Forest,"7,888"
E05009620,Winstanley,"7,544"
E05009621,Coastal,"3,844"
E05009622,Fenside,"5,100"
E05009623,Fishtoft,"7,057"
E05009624,Five Village,"3,954"
E05009625,Kirton and Frampton,"7,324"
E05009626,Old Leake and Wrangle,"3,627"
E05009627,St Thomas',"3,101"
E05009628,Skirbeck,"8,586"
E05009629,Staniland,"4,148"
E05009630,Station,"3,312"
E05009631,Swineshead and Holland Fen,"3,961"
E05009632,Trinity,"5,370"
E05009633,West,"2,147"
E05009634,Witham,"4,975"
E05009635,Wyberton,"4,331"
E05009636,Bardney,"2,800"
E05009637,Caistor and Yarborough,"5,547"
E05009638,Cherry Willingham,"7,764"
E05009639,Dunholme and Welton,"8,690"
E05009640,Gainsborough East,"7,823"
E05009641,Gainsborough North,"7,613"
E05009642,Gainsborough South-West,"5,567"
E05009643,Hemswell,"2,781"
E05009644,Kelsey Wold,"2,773"
E05009645,Lea,"2,106"
E05009646,Market Rasen,"8,943"
E05009647,Nettleham,"4,364"
E05009648,Saxilby,"5,672"
E05009649,Scampton,"2,912"
E05009650,Scotter and Blyton,"7,709"
E05009651,Stow,"2,379"
E05009652,Sudbrooke,"2,754"
E05009653,Torksey,"2,930"
E05009654,Waddingham and Spital,"2,546"
E05009655,Wold View,"2,513"
E05009664,Embsay-with-Eastby,"2,064"
E05009665,Gargrave and Malhamdale,"3,098"
E05009666,Glusburn,"4,192"
E05009667,Skipton East,"3,450"
E05009668,Skipton North,"3,808"
E05009669,Skipton West,"4,258"
E05009670,Sutton-in-Craven,"4,004"
E05009671,West Craven,"1,965"
E05009672,Appleton Wiske & Smeatons,"2,869"
E05009673,Bagby & Thorntons,"3,288"
E05009674,Bedale,"9,699"
E05009675,Easingwold,"10,574"
E05009676,Great Ayton,"5,584"
E05009677,Huby,"3,661"
E05009678,Hutton Rudby,"3,221"
E05009679,Morton-on-Swale,"3,546"
E05009680,Northallerton North & Brompton,"5,742"
E05009681,Northallerton South,"7,541"
E05009682,Osmotherley & Swainby,"2,973"
E05009683,Raskelf & White Horse,"3,434"
E05009684,Romanby,"6,008"
E05009685,Sowerby & Topcliffe,"7,600"
E05009686,Stokesley,"5,993"
E05009687,Tanfield,"3,275"
E05009688,Thirsk,"6,924"
E05009689,Bestwood St Albans,"5,461"
E05009690,Calverton,"7,721"
E05009691,Carlton,"5,733"
E05009692,Carlton Hill,"9,328"
E05009693,Cavendish,"5,112"
E05009694,Colwick,"2,875"
E05009695,Coppice,"6,062"
E05009696,Daybrook,"6,633"
E05009697,Dumbles,"2,925"
E05009698,Ernehale,"6,338"
E05009699,Gedling,"7,250"
E05009700,Netherfield,"5,568"
E05009701,Newstead Abbey,"8,374"
E05009702,Phoenix,"5,722"
E05009703,Plains,"7,879"
E05009704,Porchester,"7,931"
E05009705,Redhill,"5,714"
E05009706,Trent Valley,"5,357"
E05009707,Woodthorpe,"6,256"
E05009708,Abbey,"5,464"
E05009709,Bingham East,"5,314"
E05009710,Bingham West,"5,035"
E05009711,Bunny,"2,567"
E05009712,Compton Acres,"5,692"
E05009713,Cotgrave,"8,299"
E05009714,Cranmer,"3,293"
E05009715,Cropwell,"2,487"
E05009716,East Bridgford,"3,086"
E05009717,Edwalton,"5,384"
E05009718,Gamston North,"2,635"
E05009719,Gamston South,"2,662"
E05009720,Gotham,"2,431"
E05009721,Keyworth & Wolds,"7,997"
E05009722,Lady Bay,"5,757"
E05009723,Leake,"8,985"
E05009724,Lutterell,"6,161"
E05009725,Musters,"5,312"
E05009726,Nevile & Langar,"2,617"
E05009727,Radcliffe on Trent,"8,266"
E05009728,Ruddington,"7,913"
E05009729,Sutton Bonington,"2,041"
E05009730,Thoroton,"2,900"
E05009731,Tollerton,"2,518"
E05009732,Trent Bridge,"6,600"
E05009733,Benson & Crowmarsh,"8,639"
E05009734,Berinsfield,"4,032"
E05009735,Chalgrove,"3,345"
E05009736,Chinnor,"8,575"
E05009740,Didcot West,"7,777"
E05009742,Garsington & Horspath,"3,534"
E05009743,Goring,"3,839"
E05009749,Thame,"12,747"
E05009751,Watlington,"3,983"
E05009754,Abingdon Abbey Northcourt,"6,829"
E05009755,Abingdon Caldecott,"8,123"
E05009757,Abingdon Fitzharris,"6,462"
E05009769,Ridgeway,"3,068"
E05009770,Stanford,"3,813"
E05009771,Steventon & the Hanneys,"4,132"
E05009800,Aldwick East,"5,253"
E05009801,Aldwick West,"6,355"
E05009802,Angmering & Findon,"9,430"
E05009803,Arundel & Walberton,"8,106"
E05009804,Barnham,"8,755"
E05009805,Beach,"4,627"
E05009806,Bersted,"9,756"
E05009807,Brookfield,"6,195"
E05009808,Courtwick with Toddington,"10,602"
E05009809,East Preston,"8,547"
E05009810,Felpham East,"7,192"
E05009811,Felpham West,"4,464"
E05009812,Ferring,"4,592"
E05009813,Hotham,"6,905"
E05009814,Marine,"7,533"
E05009815,Middleton-on-Sea,"4,945"
E05009816,Orchard,"6,913"
E05009817,Pagham,"6,027"
E05009818,Pevensey,"5,743"
E05009819,River,"9,265"
E05009820,Rustington East,"5,324"
E05009821,Rustington West,"8,093"
E05009822,Yapton,"6,501"
E05009823,Alvechurch South,"3,105"
E05009824,Alvechurch Village,"2,960"
E05009825,Aston Fields,"3,513"
E05009826,Avoncroft,"3,451"
E05009827,Barnt Green & Hopwood,"2,951"
E05009828,Belbroughton & Romsley,"6,771"
E05009829,Bromsgrove Central,"3,861"
E05009830,Catshill North,"2,912"
E05009831,Catshill South,"3,241"
E05009832,Charford,"3,677"
E05009833,Cofton,"3,142"
E05009834,Drakes Cross,"3,202"
E05009835,Hagley East,"2,647"
E05009836,Hagley West,"4,616"
E05009837,Hill Top,"2,383"
E05009838,Hollywood,"3,237"
E05009839,Lickey Hills,"3,128"
E05009840,Lowes Hill,"2,854"
E05009841,Marlbrook,"2,878"
E05009842,Norton,"3,876"
E05009843,Perryfields,"1,557"
E05009844,Rock Hill,"2,970"
E05009845,Rubery North,"3,643"
E05009846,Rubery South,"2,964"
E05009847,Sanders Park,"3,617"
E05009848,Sidemoor,"4,199"
E05009849,Slideslow,"3,673"
E05009850,Tardebigge,"3,597"
E05009851,Wythall East,"2,965"
E05009852,Wythall West,"2,979"
E05009853,Acklam,"5,616"
E05009854,Ayresome,"6,161"
E05009855,Berwick Hills & Pallister,"9,037"
E05009856,Brambles & Thorntree,"8,632"
E05009857,Central,"13,001"
E05009858,Coulby Newham,"8,507"
E05009859,Hemlington,"6,226"
E05009860,Kader,"5,150"
E05009861,Ladgate,"5,317"
E05009862,Linthorpe,"6,529"
E05009863,Longlands & Beechwood,"10,664"
E05009864,Marton East,"5,424"
E05009865,Marton West,"5,183"
E05009866,Newport,"12,335"
E05009867,North Ormesby,"3,077"
E05009868,Nunthorpe,"4,857"
E05009869,Park,"9,815"
E05009870,Park End & Beckfield,"7,658"
E05009871,Stainton & Thornton,"3,130"
E05009872,Trimdon,"4,966"
E05009873,Alford,"4,979"
E05009874,Binbrook,"2,472"
E05009875,Burgh le Marsh,"2,595"
E05009876,Chapel St Leonards,"4,603"
E05009877,Coningsby & Mareham,"9,982"
E05009878,Croft,"2,210"
E05009879,Friskney,"2,266"
E05009880,Fulstow,"2,721"
E05009881,Grimoldby,"2,260"
E05009882,Hagworthingham,"2,289"
E05009883,Halton Holegate,"2,692"
E05009884,Holton-le-Clay & North Thoresby,"5,011"
E05009885,Horncastle,"7,700"
E05009886,Ingoldmells,"2,367"
E05009887,Legbourne,"2,171"
E05009888,Mablethorpe,"7,845"
E05009889,Marshchapel & Somercotes,"4,446"
E05009890,North Holme,"2,630"
E05009891,Priory & St James',"5,035"
E05009892,Roughton,"2,364"
E05009893,St Clement's,"5,112"
E05009894,St Margaret's,"2,850"
E05009895,St Mary's,"2,375"
E05009896,St Michael's,"2,202"
E05009897,Scarbrough & Seacroft,"9,380"
E05009898,Sibsey & Stickney,"5,153"
E05009899,Spilsby,"3,317"
E05009900,Sutton on Sea,"4,706"
E05009901,Tetford & Donington,"2,505"
E05009902,Tetney,"2,578"
E05009903,Trinity,"2,545"
E05009904,Wainfleet,"2,788"
E05009905,Willoughby with Sloothby,"2,496"
E05009906,Winthorpe,"5,922"
E05009907,Withern & Theddlethorpe,"2,464"
E05009908,Woodhall Spa,"4,389"
E05009909,Wragby,"2,610"
E05009910,Ashdon,"2,216"
E05009911,Broad Oak & the Hallingburys,"4,206"
E05009912,Clavering,"2,365"
E05009913,Debden & Wimbish,"2,662"
E05009914,Elsenham & Henham,"4,755"
E05009915,Felsted & Stebbing,"4,584"
E05009916,Flitch Green & Little Dunmow,"3,069"
E05009917,Great Dunmow North,"4,981"
E05009918,Great Dunmow South & Barnston,"6,373"
E05009919,Hatfield Heath,"2,446"
E05009920,High Easter & the Rodings,"2,488"
E05009921,"Littlebury, Chesterford & Wenden Lofts","4,515"
E05009922,Newport,"3,930"
E05009923,Saffron Walden Audley,"4,638"
E05009924,Saffron Walden Castle,"4,929"
E05009925,Saffron Walden Shire,"7,749"
E05009926,Stansted North,"4,661"
E05009927,Stansted South & Birchanger,"5,157"
E05009928,Stort Valley,"2,097"
E05009929,Takeley,"7,405"
E05009930,Thaxted & the Eastons,"5,330"
E05009931,The Sampfords,"2,203"
E05009932,Bourne,"6,981"
E05009933,Breck,"4,412"
E05009934,Brock with Catterall,"4,765"
E05009935,Calder,"2,467"
E05009936,Carleton,"4,651"
E05009937,Cleveleys Park,"4,756"
E05009938,Garstang,"6,669"
E05009939,Great Eccleston,"4,160"
E05009940,Hambleton & Stalmine,"4,722"
E05009941,Hardhorn with High Cross,"6,377"
E05009942,Jubilee,"4,797"
E05009943,Marsh Mill,"6,467"
E05009944,Mount,"5,140"
E05009945,Park,"4,996"
E05009946,Pharos,"4,905"
E05009947,Pheasant's Wood,"1,583"
E05009948,Pilling,"2,723"
E05009949,Preesall,"5,648"
E05009950,Rossall,"6,326"
E05009951,Stanah,"4,669"
E05009952,Tithebarn,"4,245"
E05009953,Victoria & Norcross,"4,291"
E05009954,Warren,"4,944"
E05009955,Wyresdale,"2,373"
E05009956,Ash and New Ash Green,"6,025"
E05009958,Eynsford,"1,838"
E05009959,Hartley and Hodsoll Street,"5,874"
E05009960,Hextable,"4,091"
E05009961,Leigh and Chiddingstone Causeway,"2,407"
E05009962,Otford and Shoreham,"4,716"
E05009963,"Penshurst, Fordcombe and Chiddingstone","2,556"
E05009964,Swanley Christchurch and Swanley Village,"6,300"
E05009965,Westerham and Crockham Hill,"4,543"
E05009966,Admaston & Bratton,"2,939"
E05009967,Apley Castle,"3,454"
E05009968,Arleston,"3,652"
E05009969,Brookside,"6,601"
E05009970,Church Aston & Lilleshall,"3,241"
E05009971,College,"3,688"
E05009972,Dawley & Aqueduct,"9,296"
E05009973,Donnington,"6,997"
E05009974,Dothill,"2,703"
E05009975,Edgmond & Ercall Magna,"6,528"
E05009976,Ercall,"2,822"
E05009977,Hadley & Leegomery,"10,731"
E05009978,Haygate,"4,054"
E05009979,Horsehay & Lightmoor,"7,760"
E05009980,Ironbridge Gorge,"2,843"
E05009981,Ketley & Overdale,"11,618"
E05009982,Madeley & Sutton Hill,"10,693"
E05009983,Malinslee & Dawley Bank,"6,941"
E05009984,Muxton,"7,296"
E05009985,Newport North & West,"6,782"
E05009986,Newport South & East,"5,614"
E05009987,Oakengates & Ketley Bank,"9,647"
E05009988,Park,"2,324"
E05009989,Priorslee,"7,177"
E05009990,St Georges,"5,780"
E05009991,Shawbirch,"2,957"
E05009992,The Nedge,"10,210"
E05009993,Woodside,"7,626"
E05009994,Wrockwardine,"3,228"
E05009995,Wrockwardine Wood & Trench,"6,120"
E05010015,Broadmead,"3,957"
E05010016,Cheriton,"13,530"
E05010017,East Folkestone,"11,818"
E05010018,Folkestone Central,"12,249"
E05010019,Folkestone Harbour,"6,766"
E05010020,Hythe,"11,512"
E05010021,Hythe Rural,"6,104"
E05010022,New Romney,"7,358"
E05010023,North Downs East,"12,107"
E05010024,North Downs West,"6,633"
E05010025,Romney Marsh,"7,344"
E05010026,Sandgate & West Folkestone,"5,810"
E05010027,Walland & Denge Marsh,"8,132"
E05010028,Bozeat,"2,160"
E05010029,Brickhill,"4,350"
E05010030,Croyland,"7,011"
E05010031,Earls Barton,"5,789"
E05010032,Finedon,"4,360"
E05010033,Great Doddington & Wilby,"2,079"
E05010034,Harrowden & Sywell,"4,027"
E05010035,Hatton,"4,451"
E05010036,Irchester,"5,751"
E05010037,Isebrook,"2,786"
E05010038,Queensway,"7,909"
E05010039,Redwell,"6,266"
E05010040,Rixon,"7,578"
E05010041,Swanspool,"4,992"
E05010042,Victoria,"6,524"
E05010043,Wollaston,"4,048"
E05010044,Appleton Roebuck & Church Fenton,"6,314"
E05010045,Barlby Village,"3,362"
E05010046,Brayton,"6,197"
E05010047,Byram & Brotherton,"3,052"
E05010048,Camblesforth & Carlton,"6,172"
E05010049,Cawood & Wistow,"3,252"
E05010050,Derwent,"5,709"
E05010051,Eggborough,"3,232"
E05010052,Escrick,"2,642"
E05010053,Hambleton,"2,789"
E05010054,Monk Fryston,"3,061"
E05010055,Riccall,"2,421"
E05010056,Selby East,"8,547"
E05010057,Selby West,"10,120"
E05010058,Sherburn in Elmet,"8,069"
E05010059,South Milford,"2,860"
E05010060,Tadcaster,"7,526"
E05010061,Thorpe Willoughby,"3,343"
E05010062,Whitley,"3,029"
E05010064,Balderton South,"5,358"
E05010066,Bilsthorpe,"3,496"
E05010067,Boughton,"3,416"
E05010068,Bridge,"7,901"
E05010070,Collingham,"5,643"
E05010071,Devon,"9,987"
E05010072,Dover Beck,"2,923"
E05010073,Edwinstowe & Clipstone,"11,127"
E05010075,Farnsfield,"3,147"
E05010076,Lowdham,"3,541"
E05010077,Muskham,"2,933"
E05010078,Ollerton,"9,262"
E05010079,Rainworth North & Rufford,"6,748"
E05010080,Rainworth South & Blidworth,"5,929"
E05010081,Southwell,"8,945"
E05010082,Sutton-on-Trent,"3,115"
E05010083,Trent,"2,891"
E05010090,Appleby,"2,523"
E05010091,Ashby Castle,"2,491"
E05010092,Ashby Holywell,"3,128"
E05010093,Ashby Ivanhoe,"3,324"
E05010094,Ashby Money Hill,"4,040"
E05010095,Ashby Willesley,"2,064"
E05010096,Ashby Woulds,"3,083"
E05010097,Bardon,"2,867"
E05010098,Blackfordby,"2,636"
E05010099,Broom Leys,"2,115"
E05010100,Castle Donington Castle,"2,644"
E05010101,Castle Donington Central,"3,167"
E05010102,Castle Donington Park,"1,520"
E05010103,Castle Rock,"2,499"
E05010104,Coalville East,"2,797"
E05010105,Coalville West,"3,173"
E05010106,Daleacre Hill,"2,492"
E05010107,Ellistown & Battleflat,"2,825"
E05010108,Greenhill,"3,427"
E05010109,Hermitage,"2,759"
E05010110,Holly Hayes,"2,619"
E05010111,Hugglescote St John's,"1,949"
